umur,gender,rata2_tidur_hari,rata2_belajar_hari,rata2_bermain_game_hari,rata2_buka_sosmed_hari,jumlah_kopi_hari,jumlah_matcha_hari,jumlah_ukm,jarak_kampus_km,asal_sekolah,rata2_olahraga_hari,memiliki_laptop,bekerja,ipk
18,male,6.0,5.5,3.9,2.1,0.0,1,0,8.3,SMK,0.9,1,0,3.76
18,female,6.8,4.2,2.0,1.3,1.0,1,2,17.0,,1.8,1,0,4.0
18,female,5.2,4.7,4.3,1.3,1.0,0,2,1.4,smk,0.3,1,0,3.52
20,female,6.6,4.2,1.3,2.1,0.0,1,0,8.4,sma,1.7,1,0,3.92
18,female,4.0,3.0,4.2,1.8,1.0,0,0,11.7,smk,1.7,1,0,2.91
18,m,6.6,4.3,3.4,2.5,0.0,1,1,23.4,SMK,0.8,1,0,3.46
18,m,5.6,7.6,2.9,2.5,1.0,0,1,6.9,SMA,1.8,1,1,4.0
19,M,4.9,5.2,3.5,2.4,2.0,2,1,6.8,smk,1.8,1,0,3.8
20,m,5.9,5.8,4.0,2.0,2.0,0,1,16.6,SMA,0.0,1,0,3.76
20,f,4.1,8.0,2.9,3.3,0.0,0,2,9.6,SMK,1.2,1,0,3.93
18,F,7.0,8.0,1.8,1.9,2.0,1,0,6.9,smk,1.8,1,0,4.0
20,M,4.3,6.4,1.6,3.4,2.0,0,2,17.6,smk,1.1,1,0,3.95
19,male,4.2,6.8,1.3,2.4,1.0,2,1,7.8,SMK,0.9,1,0,4.0
19,F,6.2,7.3,3.5,3.0,0.0,1,2,16.7,SMA,0.9,1,0,4.0
19,F,5.5,3.4,2.2,3.0,2.0,0,1,20.7,smk,1.2,1,0,3.42
19,M,4.9,5.9,3.9,2.2,0.0,2,2,18.1,SMA,0.1,1,0,3.46
18,female,6.5,4.7,4.2,2.1,1.0,0,1,19.5,sma,0.4,1,0,3.48
18,f,6.3,6.9,1.9,3.8,2.0,1,0,4.5,smk,0.5,1,0,4.0
20,,6.7,4.3,1.9,2.4,1.0,1,2,9.9,SMK,0.3,1,0,3.78
18,M,4.9,5.5,2.8,3.3,1.0,2,1,5.1,SMA,0.5,1,0,3.58
18,female,4.3,3.1,3.2,3.9,0.0,2,0,24.2,sma,0.5,1,0,2.67
18,male,6.8,5.1,1.0,2.3,1.0,0,2,9.1,sma,0.9,1,1,3.93
19,m,6.7,3.6,3.1,1.9,1.0,1,2,12.5,smk,1.1,1,0,3.75
18,M,6.7,4.3,4.6,2.0,1.0,0,2,24.6,SMK,1.8,1,0,3.6
19,m,6.4,3.4,1.8,2.2,1.0,2,1,8.7,smk,1.9,1,0,3.84
19,m,6.6,4.5,1.4,3.3,2.0,0,1,2.2,SMK,0.2,1,0,3.72
18,female,6.8,7.2,3.9,1.2,,0,0,16.4,SMA,1.2,1,0,4.0
20,m,5.1,6.2,1.5,2.3,0.0,0,0,2.0,sma,1.8,1,0,4.0
20,f,5.1,3.3,5.0,1.1,1.0,1,0,8.7,SMK,1.7,1,0,3.31
18,male,4.6,7.1,4.0,3.0,2.0,2,1,14.8,SMK,1.1,1,0,3.91
19,m,6.1,5.4,3.1,1.8,0.0,1,1,17.2,SMK,1.6,1,0,3.85
20,male,5.5,5.7,1.7,3.3,1.0,0,0,18.2,SMK,1.4,1,0,3.74
19,f,5.4,4.9,3.0,2.7,0.0,2,1,13.5,sma,0.6,1,0,3.56
18,f,4.2,5.6,2.6,2.8,0.0,2,0,13.0,SMA,1.6,1,0,3.47
19,M,6.9,4.4,2.7,2.9,0.0,1,1,13.9,,0.6,0,0,3.41
20,f,4.1,6.4,2.2,2.9,2.0,1,1,13.1,sma,1.2,1,0,3.85
20,f,5.3,5.2,2.0,3.5,0.0,1,2,8.3,SMA,0.4,0,0,3.22
20,female,6.1,5.0,2.7,2.4,2.0,0,2,2.3,SMA,1.8,1,0,3.9
20,f,4.1,7.5,1.8,1.7,0.0,0,0,16.3,SMA,0.2,1,0,4.0
19,M,6.3,7.2,4.0,1.5,0.0,2,2,13.9,SMK,0.9,1,0,4.0
18,male,5.0,8.0,4.4,2.8,2.0,1,0,10.2,sma,1.7,1,0,4.0
18,m,4.9,4.7,2.2,1.1,1.0,0,0,21.5,SMK,0.3,1,0,3.7
18,M,5.2,6.4,2.7,3.9,2.0,0,2,3.6,SMA,0.8,1,0,3.73
19,f,4.6,6.0,3.0,3.6,0.0,2,1,24.3,smk,0.6,1,0,3.3
19,male,5.7,3.9,1.9,2.5,2.0,1,2,12.7,SMA,0.7,1,0,3.65
18,female,4.2,4.8,3.0,2.7,1.0,1,0,15.7,SMA,1.2,1,0,3.33
20,F,6.5,3.7,2.8,2.5,0.0,2,1,20.9,smk,0.6,1,0,3.37
19,M,6.2,7.8,2.8,1.7,1.0,2,2,23.7,SMA,0.8,1,0,4.0
18,F,5.6,4.2,3.3,3.5,,2,0,3.7,SMK,1.4,1,1,3.32
18,male,6.5,3.2,2.5,2.6,1.0,0,1,8.2,SMA,0.8,1,1,3.37
18,female,6.0,5.0,1.0,1.4,0.0,0,0,11.0,sma,1.5,1,0,4.0
19,F,6.8,3.2,4.4,4.0,0.0,2,1,6.0,SMA,0.0,1,0,2.65
18,m,4.9,7.6,4.4,3.5,2.0,2,1,20.3,smk,1.2,1,1,3.84
19,F,5.4,3.2,3.6,1.2,0.0,2,0,5.5,smk,1.4,0,0,3.29
18,female,5.3,7.5,4.0,2.5,0.0,1,1,24.6,SMA,1.3,0,0,3.79
18,F,4.4,5.8,4.6,3.9,0.0,1,2,7.3,smk,0.3,1,0,2.92
19,m,6.3,3.1,4.6,2.7,2.0,0,0,5.6,,0.2,1,0,2.92
19,M,4.1,6.1,4.1,2.5,0.0,1,0,1.8,SMK,1.5,1,0,3.45
20,m,6.6,5.6,3.1,2.7,2.0,0,0,8.0,SMK,0.5,1,0,3.96
20,M,5.7,6.7,3.0,1.8,,0,1,18.3,sma,1.1,1,0,4.0
18,F,6.0,5.1,3.8,2.0,0.0,0,0,19.0,sma,1.3,1,0,3.72
20,F,5.7,6.8,3.1,3.5,0.0,0,1,11.5,smk,0.6,1,0,3.73
19,m,5.3,7.9,3.2,3.8,1.0,0,1,4.4,SMA,0.2,1,1,3.7
20,female,6.4,3.9,4.8,2.2,1.0,2,1,14.5,SMK,1.0,1,0,3.4
19,F,6.4,7.9,2.5,2.3,0.0,1,1,16.9,smk,0.3,1,0,4.0
19,f,4.7,6.7,2.0,3.6,1.0,1,2,2.9,smk,1.2,1,1,3.71
19,M,5.1,3.5,3.9,2.5,0.0,1,0,8.2,smk,1.8,1,0,3.12
18,F,6.4,7.5,3.1,2.4,0.0,2,2,12.7,smk,0.7,1,0,4.0
18,female,5.3,6.3,3.9,1.0,1.0,1,2,17.3,SMA,0.4,1,1,4.0
18,M,7.0,4.6,1.5,1.3,1.0,1,2,1.5,smk,0.4,0,0,3.85
18,M,5.8,6.1,3.6,1.2,2.0,1,0,14.0,sma,1.4,1,1,4.0
20,M,4.6,5.2,2.6,2.2,1.0,2,1,22.0,SMK,0.3,1,0,3.51
19,female,5.2,4.2,3.9,1.4,2.0,0,2,21.8,smk,0.1,1,0,3.56
19,m,6.1,7.0,2.2,2.5,1.0,1,2,6.6,SMA,0.3,1,0,4.0
19,m,5.3,7.9,2.2,2.8,,2,0,8.9,SMA,1.2,1,0,4.0
19,F,,3.2,1.2,2.4,0.0,2,2,12.9,SMA,1.5,1,1,3.59
18,female,5.5,7.0,2.8,2.5,2.0,0,1,12.8,sma,0.5,1,0,4.0
20,f,6.3,6.8,2.9,1.1,0.0,0,2,10.5,SMA,1.0,1,0,4.0
18,male,5.8,6.8,2.8,2.4,0.0,1,0,11.5,sma,1.9,0,0,4.0
18,female,4.8,7.3,4.5,3.3,0.0,1,0,8.8,SMA,2.0,0,0,3.55
18,F,5.1,5.4,2.5,2.9,0.0,0,0,4.5,sma,1.8,1,1,3.42
19,female,6.8,4.4,4.8,1.2,2.0,2,1,22.5,smk,1.1,1,1,3.69
20,female,5.4,6.0,1.1,1.8,1.0,0,1,23.5,SMA,0.5,0,0,4.0
20,M,6.7,5.6,1.6,3.8,0.0,0,1,7.5,sma,1.6,1,0,3.68
19,M,5.0,7.2,2.2,3.0,2.0,0,1,6.5,SMA,0.5,1,0,4.0
19,male,5.9,4.3,2.2,3.1,0.0,1,1,17.5,SMK,0.2,1,0,3.41
18,f,4.3,6.4,1.2,3.0,0.0,0,2,13.5,smk,0.8,1,1,3.56
19,f,5.4,7.5,3.0,3.5,1.0,0,0,6.5,,0.8,1,0,4.0
19,M,5.1,7.0,4.5,3.6,2.0,1,2,20.5,sma,1.1,0,0,3.58
19,m,4.1,6.5,2.8,1.3,2.0,2,2,12.3,sma,1.4,1,0,4.0
20,male,6.4,5.0,2.3,1.7,0.0,1,2,16.2,SMK,0.5,1,0,3.89
18,F,4.5,3.0,2.0,3.5,1.0,2,1,4.1,SMA,1.4,0,0,2.85
20,,5.6,7.7,4.8,2.1,0.0,1,0,550.0,sma,1.3,1,0,3.97
19,m,4.7,4.2,2.5,1.7,0.0,1,1,13.8,SMK,1.8,0,0,3.53
20,M,6.4,6.8,2.5,3.9,2.0,1,2,11.3,sma,0.4,1,0,3.9
19,M,4.9,7.9,3.7,2.2,2.0,1,2,8.5,sma,1.7,1,0,4.0
20,m,6.8,7.3,1.9,3.3,1.0,1,0,12.4,SMK,1.6,1,0,4.0
18,f,6.9,5.7,2.2,1.4,1.0,0,2,1.9,smk,1.1,1,0,4.0
20,,4.8,5.7,4.3,1.3,2.0,2,1,21.9,,0.3,1,0,3.73
20,female,4.4,5.1,2.9,2.1,2.0,1,2,20.3,SMA,0.2,1,0,3.47
20,m,4.9,6.2,2.2,1.7,2.0,2,0,2.4,SMK,1.7,1,0,4.0
18,F,7.0,4.4,1.6,1.7,0.0,0,1,8.9,smk,0.0,1,0,3.81
19,F,,6.4,2.2,2.7,2.0,1,2,10.8,sma,1.9,1,0,4.0
19,f,5.3,7.7,2.9,3.6,2.0,0,0,14.4,sma,0.8,1,0,4.0
19,M,6.8,7.0,1.7,1.7,2.0,0,1,14.2,sma,0.7,1,0,4.0
19,male,4.0,4.6,3.1,2.0,1.0,0,2,22.8,SMA,0.2,0,0,3.17
19,m,5.2,4.7,3.7,1.6,0.0,2,2,10.4,SMK,1.6,1,0,3.5
19,f,5.9,5.1,4.4,1.8,2.0,0,0,3.1,SMA,0.4,1,0,3.56
18,female,6.1,4.7,1.4,1.2,1.0,0,0,16.6,SMA,0.3,0,0,3.96
18,M,4.1,4.7,4.9,3.6,2.0,1,1,20.1,smk,0.3,1,0,2.82
19,female,6.4,3.5,3.1,3.5,1.0,2,0,16.5,smk,0.1,1,0,3.15
18,F,5.5,4.2,1.5,2.8,1.0,1,2,9.1,smk,0.8,1,0,3.43
20,F,5.1,3.4,1.7,1.2,2.0,0,1,9.2,sma,1.1,1,0,3.81
18,f,4.4,7.5,4.5,2.4,1.0,1,1,11.3,SMA,0.3,1,0,3.75
18,M,5.4,6.9,4.3,2.7,2.0,2,1,24.2,smk,1.5,1,0,4.0
20,m,4.3,5.2,4.8,3.5,1.0,0,1,9.4,sma,1.8,1,0,3.21
19,female,6.9,7.3,2.8,1.2,0.0,2,1,15.6,smk,1.1,1,0,4.0
20,male,4.7,5.9,2.7,2.5,0.0,2,2,21.5,sma,0.5,1,1,3.57
20,m,6.9,6.8,4.9,3.2,2.0,0,2,14.9,SMK,0.7,1,1,3.66
18,F,5.5,7.7,3.3,2.6,2.0,0,1,1.1,SMA,0.5,1,0,4.0
20,m,6.3,6.8,4.8,3.7,2.0,0,2,10.1,SMK,0.9,1,1,3.65
19,M,4.4,4.5,1.5,4.0,0.0,0,2,18.1,SMK,0.1,1,0,2.89
20,f,5.9,5.1,2.1,1.6,0.0,0,1,5.3,sma,1.4,1,1,3.78
19,M,4.7,4.4,4.6,2.9,2.0,2,0,23.7,sma,0.3,1,0,3.08
20,m,6.1,6.8,3.1,2.9,0.0,1,0,11.5,SMA,1.0,1,0,4.0
18,F,4.1,3.3,1.2,3.7,2.0,0,1,3.0,smk,1.3,1,1,2.98
20,f,6.3,3.1,4.7,1.3,0.0,0,0,23.5,SMK,0.4,1,1,3.05
18,F,4.4,3.1,4.5,2.7,2.0,1,1,17.0,SMK,1.4,1,0,2.91
18,male,4.6,6.3,3.9,3.1,,0,0,12.6,sma,0.5,1,0,3.38
19,m,6.4,6.3,1.4,2.5,0.0,2,0,17.3,smk,1.3,1,0,4.0
18,female,4.5,3.9,2.1,3.9,1.0,0,0,4.1,SMA,1.7,1,0,3.08
20,F,5.1,4.9,1.4,3.7,0.0,2,1,2.6,SMA,0.3,1,0,3.25
20,F,6.5,3.9,4.6,3.0,2.0,2,2,2.9,SMA,1.0,1,0,3.23
18,M,5.2,4.4,2.1,3.6,0.0,1,2,8.9,smk,1.3,1,0,3.23
20,male,5.4,5.4,4.5,3.3,0.0,2,2,8.4,smk,0.3,1,0,3.12
18,female,6.2,5.7,3.1,2.0,1.0,0,2,1.0,smk,1.0,1,1,3.84
19,M,6.1,4.2,3.6,3.6,2.0,2,0,11.2,SMA,1.1,1,0,3.44
19,F,6.9,3.5,1.1,1.5,0.0,2,0,24.7,SMA,1.3,1,0,3.8
20,,5.4,4.2,4.6,2.6,0.0,1,2,20.4,SMK,1.6,1,0,3.09
20,male,5.1,4.9,2.7,2.6,0.0,0,0,11.8,smk,0.9,0,0,3.19
20,female,6.9,5.5,1.4,2.3,2.0,1,1,22.1,sma,0.9,1,0,4.0
20,m,5.7,5.8,3.8,1.5,2.0,1,1,2.5,smk,0.4,1,0,4.0
18,m,5.6,3.7,1.0,3.4,2.0,2,0,9.1,SMK,1.2,1,0,3.52
18,F,5.8,5.6,1.1,3.4,,2,1,1.1,smk,0.8,0,1,3.51
18,male,6.5,4.6,1.9,1.8,0.0,0,2,21.7,SMA,1.3,1,0,3.71
19,F,6.0,5.1,4.6,3.5,0.0,0,0,22.6,sma,1.6,1,0,3.29
20,female,5.2,4.1,2.4,1.9,0.0,2,1,7.0,sma,0.9,1,1,3.36
19,f,4.2,3.4,3.4,2.8,2.0,1,1,6.6,sma,1.5,0,0,2.89
18,f,4.3,6.0,1.8,1.8,1.0,2,1,21.5,SMA,0.5,1,0,4.0
20,male,4.1,6.4,3.1,3.7,1.0,2,1,2.7,SMA,0.1,1,0,3.34
20,male,6.1,4.7,1.4,1.8,1.0,2,1,20.5,SMK,0.6,1,0,3.97
20,M,5.4,5.5,3.9,1.3,,0,0,13.2,sma,1.3,1,0,3.87
19,female,4.4,5.4,4.1,1.8,2.0,1,1,17.5,,1.7,1,0,3.69
19,f,4.4,4.0,2.6,3.5,1.0,0,0,18.0,SMA,1.2,1,0,2.97
19,f,4.9,7.8,3.8,1.4,2.0,0,0,10.4,sma,0.5,1,0,4.0
20,f,4.0,6.9,3.7,1.9,0.0,0,1,19.8,SMK,0.7,1,0,3.73
19,male,6.0,5.2,1.2,3.8,1.0,0,2,4.5,SMK,1.8,1,1,3.64
18,female,4.2,5.9,3.5,2.5,1.0,1,1,15.8,SMA,0.0,1,0,3.6
20,f,5.9,6.6,1.9,1.3,2.0,2,1,3.7,smk,0.2,1,0,4.0
18,F,,7.7,4.8,3.7,2.0,1,1,2.5,smk,0.9,1,0,3.93
20,female,5.8,5.5,1.2,3.8,0.0,2,0,4.8,sma,0.7,0,0,3.46
20,female,6.6,6.4,1.4,1.4,1.0,1,2,19.6,sma,1.7,1,0,4.0
18,f,6.2,3.6,4.4,3.5,0.0,0,1,18.3,smk,0.0,1,1,2.39
19,m,6.9,5.0,1.9,1.5,2.0,1,1,16.4,smk,0.2,1,0,4.0
18,F,6.6,24.0,2.2,3.6,1.0,0,2,24.7,sma,1.1,1,0,4.0
20,M,4.0,5.8,2.4,2.0,1.0,1,0,6.1,SMA,0.7,1,0,3.86
18,M,5.7,6.3,3.4,3.2,1.0,1,2,14.2,SMA,1.4,1,0,3.93
18,M,5.3,5.8,2.3,3.2,2.0,0,2,19.2,smk,1.5,1,0,3.98
20,F,6.8,7.1,3.4,1.8,2.0,0,2,16.0,SMA,0.2,1,0,4.0
18,m,5.7,3.2,1.2,1.8,0.0,0,2,16.1,sma,0.7,1,0,3.67
19,M,6.8,5.3,3.6,3.7,1.0,2,1,3.5,SMA,1.6,0,0,3.49
20,female,6.4,3.6,3.1,1.3,2.0,0,1,14.5,SMA,0.2,1,0,3.71
19,male,5.7,3.1,3.1,2.2,1.0,0,1,18.7,smk,0.4,1,0,3.06
19,F,5.3,5.1,3.7,2.5,0.0,1,1,13.4,SMA,1.6,1,0,3.58
18,F,5.1,7.7,3.8,1.9,2.0,2,2,21.5,SMK,1.5,1,0,4.0
20,M,6.5,4.4,4.7,2.1,2.0,1,0,19.0,smk,0.8,1,0,3.63
20,male,4.1,7.7,3.8,3.2,0.0,1,2,19.1,SMK,0.7,1,0,3.74
18,m,6.4,3.2,2.5,1.1,0.0,1,1,17.9,smk,1.0,1,0,3.69
20,m,5.0,6.6,1.5,1.9,0.0,0,0,11.4,sma,1.0,1,0,3.98
20,female,4.7,3.2,3.5,2.7,2.0,2,2,21.7,SMA,1.8,1,0,3.14
18,male,6.2,5.9,3.8,3.8,0.0,0,0,17.6,SMK,1.4,1,0,3.58
20,m,6.0,4.6,2.9,2.9,1.0,1,1,24.1,SMK,1.0,1,0,3.46
18,female,6.5,6.9,1.7,2.9,0.0,0,2,16.7,smk,0.4,1,0,4.0
19,F,6.7,6.2,4.1,2.1,2.0,0,1,21.5,SMK,0.3,1,0,4.0
19,M,4.2,4.4,1.8,1.7,,0,2,11.3,sma,0.8,1,0,3.59
19,M,5.4,8.0,1.9,1.9,0.0,0,2,12.3,smk,1.1,1,0,4.0
19,,6.9,6.4,3.3,3.8,2.0,1,1,23.4,sma,0.2,1,0,3.83
20,female,5.1,4.2,3.2,3.4,2.0,2,2,8.9,SMA,1.1,1,1,3.22
19,female,5.4,5.5,3.1,2.3,2.0,0,0,12.4,sma,0.2,1,0,3.91
19,m,6.4,3.8,3.5,2.0,2.0,0,1,17.7,sma,1.4,1,0,3.6
19,m,,5.7,4.3,2.2,2.0,2,2,8.3,smk,1.5,1,0,3.82
20,M,7.0,4.3,2.0,3.3,2.0,2,1,16.2,sma,1.6,0,0,3.61
19,female,4.7,6.4,4.0,1.7,1.0,0,0,24.4,SMK,1.3,1,1,3.71
18,M,5.5,7.1,4.3,3.8,0.0,0,1,15.6,SMA,0.9,1,0,3.59
18,male,5.7,7.7,4.6,3.6,1.0,2,0,7.4,SMK,1.0,1,0,3.96
18,M,4.5,6.8,3.0,3.6,2.0,2,0,9.4,sma,1.4,1,0,3.98
20,female,4.7,6.1,3.0,4.0,2.0,2,1,23.6,smk,1.5,1,0,3.55
20,f,6.1,6.8,2.8,3.1,0.0,0,0,18.3,SMA,0.3,1,0,3.98
20,M,6.5,6.8,1.2,4.0,0.0,0,0,10.5,smk,0.8,1,0,3.93
20,female,4.6,3.4,4.2,3.5,1.0,1,0,5.5,sma,0.2,1,0,2.67
18,f,6.4,5.9,4.1,1.6,2.0,0,2,6.9,SMA,1.4,1,1,4.0
20,female,4.0,4.5,3.3,2.1,1.0,2,2,22.9,smk,0.5,1,0,3.34
19,male,4.9,6.8,3.2,1.4,2.0,2,1,5.3,sma,1.7,0,0,4.0
18,m,5.2,4.2,3.1,1.6,1.0,0,1,17.1,sma,1.5,1,0,3.59
19,M,5.6,5.6,4.7,2.6,,0,0,23.8,SMK,1.6,1,1,3.47
19,f,4.2,4.4,4.7,2.1,0.0,2,1,8.1,sma,0.6,1,0,2.97
18,F,4.1,7.9,3.9,2.0,,1,1,11.5,SMK,0.7,0,0,3.72
20,f,6.6,6.3,2.4,3.1,0.0,0,1,20.5,SMK,1.9,1,1,3.78
19,f,6.2,3.6,1.7,1.9,2.0,0,2,22.1,SMA,0.6,1,0,3.7
19,M,4.0,6.8,1.4,1.2,,2,0,9.7,SMA,1.0,0,0,4.0
18,male,5.8,4.0,1.3,2.4,0.0,2,1,23.8,SMA,2.0,1,1,3.51
20,female,4.3,6.0,2.2,1.5,,2,0,4.4,sma,0.6,1,0,4.0
19,male,5.6,5.0,2.3,2.8,2.0,2,1,2.8,SMK,0.9,1,0,3.66
18,male,5.1,6.6,4.9,1.5,0.0,2,2,11.0,smk,0.9,1,0,3.88
20,f,4.6,4.5,4.1,1.5,2.0,0,2,11.0,SMK,0.9,1,0,3.43
18,f,6.8,6.7,3.5,2.9,0.0,0,1,7.6,SMK,1.0,1,1,3.87
18,female,6.0,6.5,1.0,2.3,0.0,2,2,10.7,smk,0.2,0,0,4.0
19,m,5.0,6.6,4.0,1.2,1.0,1,0,10.7,smk,0.7,0,0,3.83
20,M,5.2,4.8,4.2,2.5,1.0,1,0,18.0,SMK,0.3,1,0,3.27
19,F,4.7,5.0,1.1,3.3,0.0,1,1,12.8,sma,0.7,1,0,3.4
18,female,5.4,5.0,2.8,3.9,1.0,0,0,17.5,smk,1.9,1,0,3.38
18,f,4.8,5.4,4.7,2.2,2.0,2,1,11.3,SMK,0.5,1,1,3.43
19,M,6.0,4.4,1.8,3.8,0.0,1,2,20.3,smk,1.6,1,0,3.49
19,f,4.4,4.9,3.7,3.3,0.0,0,2,8.6,sma,1.1,1,1,3.06
19,female,5.1,7.5,4.7,3.8,1.0,0,0,7.1,smk,0.5,0,0,3.43
19,F,4.2,5.1,3.3,2.2,2.0,2,1,17.8,sma,0.8,1,0,3.59
19,,5.8,5.4,2.3,3.2,0.0,1,0,24.1,smk,0.9,1,0,3.62
18,f,6.5,7.8,2.8,2.2,1.0,1,0,6.0,SMK,1.8,1,0,4.0
20,male,4.6,6.6,4.2,2.0,1.0,1,0,21.8,SMK,1.0,1,0,3.79
18,M,4.8,4.1,2.9,2.5,0.0,2,2,5.1,SMA,1.4,1,0,3.37
19,female,4.5,4.7,3.2,2.7,2.0,2,2,12.3,smk,1.6,1,0,3.57
20,,5.5,6.1,2.6,3.3,1.0,2,0,21.0,SMA,1.3,1,0,3.91
18,female,5.9,4.7,4.1,2.7,1.0,2,1,2.9,SMA,0.1,1,1,3.24
20,M,4.4,7.9,4.8,3.7,2.0,2,1,19.1,SMA,0.5,1,1,3.56
20,f,5.6,5.6,2.0,1.1,2.0,0,0,10.4,,1.4,1,0,4.0
18,F,4.3,4.1,3.0,1.1,0.0,0,1,1.9,SMK,1.0,1,1,3.22
20,F,6.8,6.9,1.8,1.4,1.0,0,0,20.0,SMA,1.5,1,1,4.0
20,f,4.8,6.3,1.1,1.2,1.0,0,2,19.4,smk,0.0,1,0,4.0
18,M,6.0,4.0,3.0,3.4,1.0,1,0,19.5,SMA,1.3,1,1,3.26
18,F,5.8,7.6,1.2,1.5,2.0,0,1,3.8,SMA,2.0,1,0,4.0
18,F,6.4,3.4,3.5,1.0,2.0,0,1,13.7,sma,1.5,1,1,3.69
18,f,4.2,5.8,2.3,1.5,0.0,0,0,14.4,smk,1.3,1,0,3.74
20,m,6.7,3.9,2.1,2.6,2.0,1,1,15.4,sma,0.2,0,0,3.56
18,f,6.2,5.9,4.3,2.7,1.0,0,2,17.2,SMA,1.8,1,0,3.9
19,M,7.0,7.0,4.0,3.4,0.0,1,0,17.3,SMA,1.7,0,0,3.79
20,female,5.4,5.1,4.7,2.0,2.0,1,0,1.0,sma,0.3,0,0,3.26
19,f,4.8,7.7,2.5,3.7,0.0,0,0,15.5,SMK,1.2,1,0,4.0
19,,7.0,7.2,4.6,3.5,0.0,2,1,1.1,sma,0.6,1,0,3.96
18,,6.0,4.0,1.3,3.5,0.0,2,0,4.2,,1.8,1,0,3.53
19,female,,4.9,2.0,1.5,2.0,1,1,19.2,smk,1.3,1,0,4.0
19,F,4.0,4.8,4.0,2.8,1.0,0,1,4.3,SMA,0.1,1,1,3.1
20,m,6.3,7.2,2.9,2.2,1.0,2,2,16.2,SMA,0.7,1,0,4.0
19,M,6.0,4.6,1.3,2.8,0.0,1,2,20.6,SMK,0.2,1,1,3.52
19,f,5.3,4.3,3.7,3.2,1.0,0,1,19.0,smk,1.9,1,1,3.06
18,m,6.7,6.6,4.7,2.0,2.0,2,2,11.0,sma,1.1,1,1,4.0
19,f,4.5,3.1,4.6,1.0,1.0,2,2,17.9,sma,0.6,1,0,3.08
20,m,6.6,7.5,3.6,2.0,2.0,0,0,19.5,SMA,1.7,1,1,4.0
18,f,4.7,5.8,4.1,2.9,0.0,2,2,19.2,smk,2.0,1,0,3.52
19,female,5.0,3.9,4.3,3.7,0.0,0,1,1.9,smk,1.2,1,0,2.82
18,m,4.7,7.4,4.0,3.7,2.0,2,0,20.4,SMA,1.3,1,1,3.67
20,F,5.7,4.3,4.6,1.1,2.0,2,2,1.8,,1.2,1,0,3.67
20,female,4.3,6.3,2.2,2.0,0.0,2,1,24.2,SMK,0.8,1,0,3.88
20,female,5.9,7.9,2.4,3.1,1.0,2,2,13.3,SMK,0.6,1,0,4.0
20,M,4.9,3.1,3.5,1.8,0.0,1,1,23.0,smk,1.9,0,1,2.95
20,m,4.2,7.1,3.0,3.5,1.0,0,2,5.8,sma,0.2,1,0,3.72
18,f,4.4,6.2,3.3,2.7,1.0,0,1,23.0,smk,1.7,1,0,3.75
18,f,6.7,4.2,2.1,1.2,0.0,1,2,22.6,SMA,1.7,1,0,4.0
20,male,5.2,7.6,1.5,2.3,0.0,1,1,12.1,sma,0.0,1,0,4.0
20,m,6.3,5.1,3.5,3.2,2.0,2,1,10.3,SMA,0.8,1,0,3.65
20,F,4.3,3.1,2.7,1.6,0.0,0,1,22.3,smk,0.5,1,0,2.94
20,m,,6.0,1.8,3.6,0.0,0,2,16.5,smk,1.5,1,0,3.89
18,M,5.0,3.6,3.3,3.7,,0,1,13.1,sma,0.3,1,0,2.8
18,female,4.8,3.1,3.2,3.1,2.0,1,0,11.0,SMA,0.8,1,0,2.88
20,M,5.4,7.0,3.3,3.3,1.0,0,0,7.6,SMA,1.1,1,0,3.79
20,M,4.4,6.8,1.4,3.5,1.0,1,0,7.1,SMK,0.1,1,1,3.57
19,female,4.7,7.5,1.7,1.6,0.0,0,2,13.3,SMA,1.4,1,0,4.0
19,male,5.2,5.2,4.9,1.3,2.0,1,2,16.0,sma,1.7,1,0,3.75
19,f,7.0,5.3,4.0,3.0,0.0,0,0,4.9,SMA,1.9,1,0,3.75
20,,6.0,5.4,4.9,3.6,1.0,1,2,18.7,sma,1.6,1,0,3.43
19,female,4.8,6.6,4.6,1.7,2.0,0,1,11.0,SMK,0.6,1,0,3.93
19,female,5.7,3.4,4.2,2.3,0.0,0,1,23.9,smk,0.1,1,0,2.9
19,female,6.4,4.5,3.2,1.9,1.0,0,1,17.7,smk,0.3,1,0,3.5
19,female,5.2,6.7,4.9,2.4,0.0,1,1,23.3,SMK,1.0,1,0,3.62
20,f,4.9,6.8,2.9,2.0,,1,1,10.0,SMA,0.2,1,1,3.89
19,female,5.0,7.0,1.5,3.9,1.0,0,2,12.2,smk,2.0,1,0,4.0
18,m,4.7,7.0,1.2,3.6,1.0,1,0,9.3,sma,0.0,1,0,3.94
20,f,6.7,5.7,3.6,2.6,1.0,1,2,13.1,SMA,1.3,1,0,3.78
18,f,6.9,6.0,2.6,2.9,2.0,2,1,7.5,SMA,1.2,1,0,4.0
18,M,4.2,4.5,1.8,2.7,1.0,2,2,16.4,sma,1.1,1,0,3.5
19,male,5.0,6.9,4.4,2.0,2.0,2,1,10.0,smk,0.6,1,1,3.99
20,male,5.5,5.3,2.4,3.1,1.0,2,1,24.3,smk,0.5,1,0,3.7
19,M,5.4,8.0,3.9,3.9,0.0,2,0,8.9,SMA,0.6,1,0,3.75
20,female,5.5,5.6,4.9,3.7,1.0,2,2,23.6,SMK,0.4,1,0,3.25
